"ABATACEPT","ABIRATERONE","ACAMPROSATE","ACETAMINOPHEN","ACITRETIN","AFATINIB","AFLIBERCEPT","ALDESLEUKIN","ALITRETINOIN","ALPRAZOLAM","ALVOCIDIB","AMANTADINE","AMIFAMPRIDINE","AMISELIMOD","AMISULPRIDE","AMLODIPINE","ANLOTINIB","APITOLISIB","APREMILAST","ARIPIPRAZOLE","ASM-024","ASPIRIN","ATORVASTATIN","AXITINIB","AZACITIDINE","AZD-4547","AZD1305","BECATECARIN","BELINOSTAT","BEVACIZUMAB","BEXAROTENE","BINIMETINIB","BIRABRESIB","BMS-690514","BORTEZOMIB","BRENTUXIMAB VEDOTIN","BREXANOLONE","BRIVANIB","BUPARLISIB","CABAZITAXEL","CABOZANTINIB","CAFFEINE","CAPECITABINE","CARBAMAZEPINE","CARVEDILOL","CEDIRANIB","CELECOXIB","CENOBAMATE","CETUXIMAB","CHOLECALCIFEROL","CILENGITIDE","CIXUTUMUMAB","CLOBAZAM","CLONAZEPAM","COLCHICINE","CUDC-101","CYCLOSPORINE","CYTARABINE","DACTOLISIB","DALFAMPRIDINE","DASATINIB","DAVUNETIDE","DENILEUKIN DIFTITOX","DESFLURANE","DEXAMETHASONE","DEXMEDETOMIDINE","DEXTROMETHORPHAN","DIAZEPAM","DICLOFENAC","DIGOXIN","DIPYRIDAMOLE","DOCETAXEL","DOVITINIB","DOXORUBICIN","DOXYCYCLINE","DRONEDARONE","DS-7423","EMRICASAN","ENMD-981693","ENTINOSTAT","EPINEPHRINE","ERGOCALCIFEROL","ERIBULIN","ERLOSAMIDE","ERLOTINIB","ESLICARBAZEPINE ACETATE","ESTROGENS, CONJUGATED","ETANERCEPT","ETARACIZUMAB","ETOPOSIDE","EVEROLIMUS","FAMITINIB","FILGRASTIM","FINGOLIMOD","FLUDARABINE PHOSPHATE","FLUOROURACIL","FORETINIB","FOSPHENYTOIN","FULVESTRANT","GABOXADOL","GANAXOLONE","GANETESPIB","GEFITINIB","GEMCITABINE","HYDROXYCHLOROQUINE","IBUPROFEN","IMATINIB","IMIQUIMOD","INDOMETHACIN","IPILIMUMAB","IRINOTECAN","ISOTRETINOIN","IXABEPILONE","KETAMINE","LAMOTRIGINE","LAPATINIB","LENALIDOMIDE","LENVATINIB","LESTAURTINIB","LEVETIRACETAM","LIDOCAINE","LINIFANIB","LITHIUM CARBONATE","LORAZEPAM","MARIMASTAT","MASITINIB","ME-344","MELATONIN","MEMANTINE","MEPIVACAINE","METFORMIN","METHOTREXATE","METHYLPREDNISOLONE","MEXILETINE","MIDAZOLAM","MIDOSTAURIN","MIRVETUXIMAB SORAVTANSINE","MK-2206","MOTESANIB","MOTEXAFIN GADOLINIUM","MUPARFOSTAT","MYCOPHENOLATE MOFETIL","NALTREXONE","NERISPIRDINE","NINTEDANIB","OBATOCLAX","OCTREOTIDE","OLANZAPINE","OLAPARIB","OMEPRAZOLE","OXCARBAZEPINE","PACLITAXEL","PACLITAXEL POLIGLUMEX","PANITUMUMAB","PANOBINOSTAT","PASIREOTIDE","PAZOPANIB","PEGFILGRASTIM","PEMBROLIZUMAB","PEMETREXED","PENTOXIFYLLINE","PERAMPANEL","PF-06372865","PHENYTOIN","PICTILISIB","PILARALISIB","PIOGLITAZONE","POMALIDOMIDE","PREDNISONE","PROCAINAMIDE","PROPAFENONE","PROPOFOL","PROPRANOLOL","QUINIDINE","REGORAFENIB","RILUZOLE","RISPERIDONE","RITUXIMAB","ROCURONIUM","ROFLUMILAST","ROMIDEPSIN","RONTALIZUMAB","ROPIVACAINE","ROSIGLITAZONE","ROSUVASTATIN","RUFINAMIDE","RUXOLITINIB","SAGOPILONE","SAMOTOLISIB","SARGRAMOSTIM","SELUMETINIB","SELURAMPANEL","SEMAXANIB","SEVOFLURANE","SIFALIMUMAB","SIMVASTATIN","SORAFENIB","SOTALOL","SOTRASTAURIN","SUNITINIB","TACEDINALINE","TACROLIMUS","TANESPIMYCIN","TASELISIB","TEDISAMIL","TEMSIROLIMUS","THALIDOMIDE","THEOPHYLLINE","TIPIFARNIB","TIVOZANIB","TOFACITINIB","TOPIRAMATE","TOPOTECAN","TRASTUZUMAB","TRASTUZUMAB EMTANSINE","TRETINOIN","UCN-01","USTEKINUMAB","VALPROIC ACID","VANDETANIB","VATALANIB","VELIPARIB","VERAPAMIL","VERNAKALANT","VINBLASTINE","VINCRISTINE","VINFLUNINE","VINORELBINE","VORINOSTAT","VOXTALISIB","WARFARIN","ZONISAMIDE"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
